review_id,app,rating,review_text
rv0756,MoodLog,3,"Works well on good days, the focus timer is confusing on bad ones."
rv0757,HabitHero,1,Great idea but the mood chart freezes on my phone daily.
rv0758,MoodLog,3,"Feels pseudo-scientific, the breathing exercise promises results no app can deliver."
rv0759,MoodLog,5,"This app genuinely changed my daily routine, the reminder system is excellent."
rv0760,MoodLog,1,"Everything useful is behind a subscription, the free statistics page is a demo at best."
rv0761,SleepWell,2,Great idea but the focus timer freezes on my phone daily.
rv0762,HabitHero,1,Why does a productivity app need my location and contacts? Deleted it.
rv0763,StudyPace,1,"Crashes every time I open the sleep diary, unusable since the last update."
rv0764,HabitHero,3,"Feels pseudo-scientific, the reminder system promises results no app can deliver."
rv0765,StudyPace,5,"Five stars, the statistics page works exactly as promised."
rv0766,SleepWell,1,No way to use the mood chart without creating an account and handing over my data.
rv0767,StudyPace,3,"Love the statistics page, hate the notifications, still deciding overall."
rv0768,SleepWell,1,No way to use the journal without creating an account and handing over my data.
rv0769,HabitHero,5,"Five stars, the habit tracker works exactly as promised."
rv0770,HabitHero,1,"Price doubled this year, the statistics page is not worth 12 euro a month."
rv0771,FocusFlow,4,"Five stars, the breathing exercise works exactly as promised."
rv0772,HabitHero,2,Great idea but the habit tracker freezes on my phone daily.
rv0773,StudyPace,3,"Feels pseudo-scientific, the habit tracker promises results no app can deliver."
rv0774,SleepWell,3,"Decent wellbeing app, the focus timer is clever, everything else is average."
rv0775,HabitHero,3,"Decent mental health app, the journal is clever, everything else is average."
rv0776,StudyPace,4,Been using it for 6 months and the focus timer keeps me coming back.
rv0777,HabitHero,2,Great idea but the breathing exercise freezes on my phone daily.
rv0778,FocusFlow,1,The focus timer gives advice that my therapist says is questionable.
rv0779,SleepWell,1,"Everything useful is behind a subscription, the free statistics page is a demo at best."
rv0780,FocusFlow,3,Better than CalmMind but the breathing exercise still needs work.
rv0781,StudyPace,4,"Five stars, the journal works exactly as promised."
rv0782,MoodLog,3,"Love the habit tracker, hate the notifications, still deciding overall."
rv0783,HabitHero,4,"This app genuinely changed my daily routine, the breathing exercise is excellent."
rv0784,HabitHero,2,"The streak pressure from the sleep diary made my stress worse, not better."
rv0785,SleepWell,2,Claims the focus timer reduces anxiety but nothing changed for me in 6 months.
rv0786,HabitHero,2,"The streak pressure from the reminder system made my stress worse, not better."
rv0787,CalmMind,3,"Decent mental health app, the reminder system is clever, everything else is average."
rv0788,MoodLog,2,Great idea but the breathing exercise freezes on my phone daily.
rv0789,SleepWell,5,Been using it for 6 months and the statistics page keeps me coming back.
rv0790,StudyPace,3,"Works well on good days, the statistics page is confusing on bad ones."
rv0791,StudyPace,1,Great idea but the focus timer freezes on my phone daily.
rv0792,StudyPace,2,The mood chart gives advice that my therapist says is questionable.
rv0793,CalmMind,5,"This app genuinely changed my daily routine, the mood chart is excellent."
rv0794,StudyPace,3,Better than StudyPace but the reminder system still needs work.
rv0795,MoodLog,5,Been using it for 8 months and the focus timer keeps me coming back.
rv0796,CalmMind,2,"Bait and switch, features that were free moved into premium."
rv0797,HabitHero,5,"Simple, calm design and the statistics page is the best I have tried."
rv0798,StudyPace,5,"Simple, calm design and the statistics page is the best I have tried."
rv0799,MoodLog,3,"Works well on good days, the breathing exercise is confusing on bad ones."
rv0800,CalmMind,3,"Love the focus timer, hate the notifications, still deciding overall."
